name,address,city,state,postal_code,latitude,longitude,stars,review_count,weekday_hours,weekend_hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,Caters,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,HasTV,WiFi_'no',WiFi_'paid',WiFi_None,WiFi_u'free',WiFi_u'no',WiFi_u'paid',Alcohol_'full_bar',Alcohol_'none',Alcohol_None,Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',RestaurantsAttire_'dressy',RestaurantsAttire_'formal',RestaurantsAttire_None,RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',RestaurantsAttire_u'formal',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_None,NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',categories_list
Sugarpuddin's,311 N White Horse Pike,Clementon,NJ,08021,39.822563,-74.995767,4.0,104,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Southern', 'Barbeque']"
Silkelicious Mac,8501 Westfield Blvd,Indianapolis,IN,46240,39.9109198,-86.1337141,4.5,46,45.0,9.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (New)']
Paul's,530 Athens St,Tarpon Springs,FL,34689,28.1547586,-82.7603673,3.5,68,46.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bars', 'Nightlife', 'Seafood', 'Pubs']"
Via Vai Trattoria Pizzeria,"1483 E Valley Rd, Ste 20",Montecito,CA,93108,34.4364174048,-119.6330971612,3.5,147,51.0,21.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Italian']"
Ferry Market,32 S Main St,New Hope,PA,18938,40.3636212107,-74.9508376792,4.5,73,32.0,16.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Farmers Market', 'American (Traditional)', 'American (New)']"
Reyes Market,4795 Carpinteria Ave,Carpinteria,CA,93013,34.4006311,-119.5208036,4.0,111,50.0,10.0,0,1,1,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Convenience Stores']"
Crums Bar & Grill,2924 5th Ave N,St. Petersburg,FL,33713,27.7771606,-82.6732657,4.0,16,32.0,17.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Beer', 'Wine & Spirits', 'Nightlife', 'Burgers', 'American (Traditional)', 'Bars']"
Rudys,1001 Casitas Pass Rd,Carpinteria,CA,93013,34.396107,-119.514411,3.0,125,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Breakfast & Brunch']"
Tacos El Rey,"6633 S Virginia St, Ste A",Reno,NV,89511,39.4656818,-119.7840971,3.5,152,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Mexican']
Dang Burger,910 Linden Ave,Carpinteria,CA,93013,34.3981761,-119.5188071,4.5,13,43.0,18.0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Vegetarian', 'Pop-Up Restaurants', 'Burgers', 'Food Trucks']"
China King,2222 State Rd,Drexel Hill,PA,19026,39.9587717914,-75.2883036611,2.5,15,43.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Chinese']
Beaks Old Florida Tavern and Restaurant,2451 Central Ave,St. Petersburg,FL,33713,27.771304,-82.666905,3.5,44,44.0,8.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Caribbean', 'Bars', 'Local Flavor', 'Music Venues', 'Nightlife', 'Arts & Entertainment', 'Pubs', 'American (New)']"
ShopRite of Cinnaminson,141 Rte 130 S,Cinnaminson,NJ,08077,39.990716,-75.009821,3.0,53,40.0,16.0,1,0,1,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bakeries', 'Delis', 'Grocery']"
Jasmine Rice Thai Cuisine,"2112 Belle Chasse Hwy, Hwy  10",Gretna,LA,70056,29.8882053,-90.032799,4.5,77,45.0,9.0,1,1,1,0,2.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Thai']
La Mordida Restaurant Bar & Grill,"14100 US Hwy 19 N, Ste 114",Clearwater,FL,33764,27.899697,-82.728351,4.5,178,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Latin American', 'Colombian', 'Peruvian', 'American (Traditional)']"
Noi's Thai Restaurant & Bakery,1210 W Main St Franklin,Franklin,TN,37064,35.917444,-86.882009,4.5,6,45.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Bakeries', 'Thai']"
Chef Vargas,7900 Old York Rd,Elkins Park,PA,19027,40.0745684,-75.1316891,4.5,181,31.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['American (New)']
McDonald's,9904 22nd Avenue NW,Edmonton,AB,T6N 1J6,53.4531797618,-113.4865685072,1.5,6,40.0,16.0,1,0,1,0,2.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Fast Food', 'Burgers']"
La Parrilla Mexican,1333 Central Park Dr,O Fallon,IL,62269,38.5890087,-89.9468308,2.5,29,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Mexican']
Kalaya Thai Market,922 S 9th St,Philadelphia,PA,19147,39.9382628973,-75.1581519842,4.5,8,43.0,18.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Specialty Food', 'International Grocery', 'Thai']"
My Bowl Korean BBQ,747 Seibert Rd,O'Fallon,IL,62269,38.5476918137,-89.8705242664,4.5,76,40.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Coffee & Tea', 'Korean']"
Pizza Hut,"16210 State Road 54, Ste E200",Odessa,FL,33556,28.1870382378,-82.5469833612,2.5,12,45.0,18.0,1,1,0,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Pizza', 'Fast Food', 'Chicken Wings']"
Wawa,36 Baltimore Pk,Glen Mills,PA,19342,39.8966984,-75.4854699,4.5,9,35.0,14.0,1,0,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Automotive', 'Coffee & Tea', 'Sandwiches', 'Gas Stations', 'Convenience Stores']"
Black Rock Bar & Grill,804 Providence Rd,Brandon,FL,33511,27.92620572,-82.31603965,3.5,334,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Bars', 'American (New)', 'Nightlife', 'Steakhouses', 'American (Traditional)']"
The Couch Tomato Bistro,102 Rector St,Manayunk,PA,19127,40.0247731,-75.2213162,4.5,681,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Tapas/Small Plates', 'Gluten-Free', 'Bars', 'American (New)', 'Pizza', 'Nightlife', 'Vegan']"
Jai Ho Pure Veg,"1251 E Fowler Ave, Ste 2b",Tampa,FL,33612,28.0533881,-82.4453852,3.0,25,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Indian']
Deer Creek Coffee,12 The Blvd,Richmond Heights,MO,63117,38.6349353,-90.3449259,3.5,49,40.0,16.0,1,1,1,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']"
Coffee Cup Restaurant,117 E Lancaster Ave,Downingtown,PA,19335,40.0069365,-75.7025066,4.0,70,50.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Diners', 'Breakfast & Brunch']"
Taco Bell,5406 County Rd 581,Wesley Chapel,FL,33543,28.23469,-82.35007,2.0,24,40.0,16.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Tacos', 'Mexican', 'Tex-Mex', 'Breakfast & Brunch', 'Fast Food']"
88 Kitchen,909 Rivergate Pkwy,Goodlettsville,TN,37072,36.2990829,-86.7009505,2.5,64,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Peruvian', 'Buffets', 'Chinese', 'Sushi Bars', 'Dim Sum']"
The Crab Shack 2,5305 Rising Sun Ave,Philadelphia,PA,19120,40.0302047,-75.1179143,3.5,20,55.0,22.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Seafood', 'Seafood Markets', 'Specialty Food']"
Cravings Cafe,155 Pennbrook Pkwy,Lansdale,PA,19446,40.22454,-75.2931,2.5,9,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (Traditional)']
Michael's Deli,628 S Virginia St,Reno,NV,89502,39.51946,-119.8097454,4.5,247,40.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Delis']
Starbucks Gate F,"4100 George J Bean Pkwy, Ste 2400",Tampa,FL,33607,27.9763773874,-82.537128323,4.0,5,35.0,14.0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Coffee & Tea']"
Johnson’s Coffee Shop,"351 Marketplace Mile, Ste 100",Plainfield,IN,46168,39.71228,-86.35838,4.5,17,40.0,18.0,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Coffee & Tea']"
The Real Dill Delicatessen,3343 S Westshore Blvd,Tampa,FL,33629,27.9142752,-82.527008,4.0,9,40.0,16.0,1,1,0,0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Delis']
Breakwater Restaurant,107 Harbor Way,Santa Barbara,CA,93109,34.404278,-119.694053,3.5,212,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Seafood', 'Breakfast & Brunch']"
Culver's,35 Old Pleasant Grove Rd,Mt. Juliet,TN,37122,36.1752548218,-86.5147628784,4.0,44,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Desserts', 'Fast Food']"
Jet's Pizza,2037 N Mount Juliet Rd,Mount Juliet,TN,37122,36.1983529,-86.5186417,2.5,28,43.0,18.0,1,0,1,0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Pizza', 'Italian']"
L'Eden Cafe,124 S Franklin St,Tampa,FL,33602,27.9443366,-82.4560123,4.0,6,40.0,8.0,0,1,1,0,2.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['Cafes']
Smiley Thai To Go,"10500 Ulmerton Rd, Ste 756",Largo,FL,33771,27.892975,-82.78137,4.5,66,50.0,20.0,1,1,1,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Thai']
TNT B-B-Q,1211 Brick Church Pike,Nashville,TN,37207,36.1959778,-86.7764739,4.5,7,45.0,9.0,1,0,0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Chicken Shop', 'Barbeque']"
POP,1915 Park Ave,St. Louis,MO,63104,38.6174020339,-90.2128305951,4.0,40,34.0,18.0,1,1,1,0,2.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Wine Bars', 'Bars', 'American (New)', 'Champagne Bars', 'Nightlife']"
Courtyard Cafe,Ucsb Campus,Goleta,CA,93118,34.4148927925,-119.8405461117,3.5,15,50.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Sandwiches', 'American (New)', 'Chinese', 'Delis', 'Cafes']"
Ka'Moon,111 S Independence Mall E,Philadelphia,PA,19106,39.949663,-75.148134,4.5,33,45.0,18.0,1,0,1,0,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Egyptian', 'Vegan', 'Middle Eastern', 'Vegetarian', 'Halal', 'Wraps']"
McAlister's Deli,11969 St Charles Rock Rd,Bridgeton,MO,63044,38.7476490497,-90.4212797537,3.5,24,49.0,20.0,1,1,1,0,2.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Sandwiches', 'Delis']"
Pizza Plus West,4814 Spruce St,Philadelphia,PA,19139,39.9534452,-75.2187574,3.5,10,45.0,18.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Burgers', 'Pizza']"
Mediterranean Cafe,845 N Carrollton Ave,New Orleans,LA,70119,29.9806637,-90.0945192,2.5,5,45.0,9.0,1,0,1,0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Mediterranean']
"UKRAFT Cafe & Catering - Downtown, City Garden","701 Market St, Ste P1",St. Louis,MO,63101,38.6266409,-90.1926536,5.0,13,40.0,0.0,1,1,1,0,2.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Juice Bars & Smoothies', 'Sandwiches', 'Cafes', 'Salad']"
Tony Roni's - Bala Cynwyd,273 Montgomery Ave,Bala Cynwyd,PA,19004,40.0055096,-75.2417087,3.5,38,46.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Pizza', 'Italian']"
Café Isabella,733 Briley Pkwy,Nashville,TN,37217,36.1420683,-86.7010653,2.0,12,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,[]
Jin House,387 S Main St,Williamstown,NJ,08094,39.6825344,-74.9909883,3.5,18,43.0,18.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Food Delivery Services', 'Chinese']"
Hurricane Grill & Wings,251 W. Northfield Drive,Brownsburg,IN,46112,39.8559737,-86.4170403,3.0,18,45.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['American (Traditional)', 'Chicken Wings', 'American (New)']"
The Scrambled Egg,15282 Fishhawk Blvd,Lithia,FL,33547,27.8529,-82.229443,4.0,123,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'American (New)', 'American (Traditional)']"
Dunkin',1401 S 10th St,Philadelphia,PA,19147,39.9317232,-75.1607954,2.5,23,35.0,14.0,1,1,1,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Donuts']"
China Pavilion,490 Lancaster Ave,Malvern,PA,19355,40.0357292,-75.5648779,3.0,41,50.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Delivery Services', 'Cantonese', 'Szechuan', 'Chinese']"
Sunny Street Cafe,Unit 101- 1 Herbert Road,St. Albert,AB,T8N 2E7,53.6223981,-113.6095483,3.0,18,50.0,20.0,1,1,0,1,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Coffee & Tea']"
Muggn'z Family Restaurant,"6655 178 Street, Suite 412",Edmonton,AB,T5T 4J5,53.5019966723,-113.6286838625,4.0,22,40.0,16.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Canadian (New)']
The Reef Seafood & Steak Restaurant,2618 Carpenter Station Rd,Wilmington,DE,19810,39.821903999999996,-75.464323,4.0,121,42.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Nightlife', 'Steakhouses', 'Bars', 'Seafood', 'Sports Bars']"
Vincenzo's Deli,1626 S 9th St,Philadelphia,PA,19148,39.928533,-75.160341,4.5,35,39.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Delis', 'Cheesesteaks', 'Sandwiches']"
SotSot,2405 N College Ave,Indianapolis,IN,46205,39.8014410613,-86.1446165666,4.5,53,27.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Cajun/Creole']
Bridge Tap House and Wine Bar,1004 Locust St,Saint Louis,MO,63101,38.6298535973,-90.1946710563,4.0,752,34.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Gastropubs', 'Nightlife', 'Tapas/Small Plates', 'Bars', 'American (New)', 'Wine Bars', 'Beer Bar']"
Crown Fried Chicken,6342 Stenton Ave,Philadelphia,PA,19138,40.059667,-75.165949,2.0,5,43.0,18.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Chicken Shop']
West Coast Burrito,625 Bakers Bridge Ave,Franklin,TN,37067,35.958385,-86.8050839,2.5,10,50.0,9.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['Mexican']
Shoo Mamas Farm Fresh Cafe,66 E Street Rd,West Chester,PA,19382,39.920183,-75.574455,3.5,82,50.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Breakfast & Brunch', 'American (New)', 'Sandwiches']"
Lee's Seafood & Grille,903 Williams Blvd,Kenner,LA,70062,29.9810085,-90.2447337,3.5,40,50.0,10.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Seafood']
Screaming Jalapeno,"100 Main St, Ste 109",Safety Harbor,FL,34695,27.9906145,-82.6890074,4.0,72,50.0,20.0,1,1,1,1,2.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bars', 'Mexican', 'Nightlife']"
Till Five Pizza,"825 Murfreesboro Pike, Ste B",Nashville,TN,37217,36.133531,-86.724081,2.5,109,40.0,16.0,1,0,0,0,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Pizza']"
Cactus Rose,445 S Alvernon Way,Tucson,AZ,85711,32.2145788,-110.9084721,3.5,22,44.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['American (Traditional)', 'Steakhouses']"
Bob Evans,25 S High School Rd,Indianapolis,IN,46241,39.7641635242,-86.2693255395,2.0,59,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Salad', 'American (Traditional)', 'Bed & Breakfast', 'Hotels & Travel', 'Comfort Food', 'Breakfast & Brunch', 'American (New)']"
Pizza Nola,141 W Harrison Ave,New Orleans,LA,70124,30.0058545,-90.1169482,3.5,88,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pizza', 'Breakfast & Brunch']"
The Boulevard,250 Apollo Beach Blvd,Apollo Beach,FL,33572,27.771566,-82.395026,2.0,18,43.0,18.0,1,1,1,0,2.0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Steakhouses', 'Pubs', 'Nightlife', 'Bars']"
McDonald's,5008 Township Line Rd,Drexel Hill,PA,19026,39.9559845214,-75.3210697903,3.0,8,35.0,14.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Burgers', 'Coffee & Tea']"
Cori's DogHouse,106 29th Ave N,Nashville,TN,37203,36.1453266,-86.8134237,4.0,257,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Desserts', 'Hot Dogs', 'Sandwiches']"
Memories Hookah Lounge,"1098 Murfreesboro Pike, B",Nashville,TN,37217,36.127595,-86.7103684,4.5,11,35.0,14.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Hookah Bars', 'Bars', 'Egyptian', 'Middle Eastern', 'Nightlife']"
City View Pizza and Grill,3619 North Broad St,Philadelphia,PA,19140,40.0081853,-75.1511126,3.5,66,44.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Sandwiches', 'Burgers']"
Felicitous,11706 N 51st St,Tampa,FL,33617,28.0551536,-82.4002049,4.5,273,42.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Sandwiches', 'Shopping', 'Desserts', 'Coffee & Tea', 'Cuban', 'Vegetarian', 'Juice Bars & Smoothies', 'Thrift Stores']"
Pho & Bun,10122 79 Street NW,Edmonton,AB,T6A 3G3,53.5418993,-113.4499033,3.5,49,44.0,11.0,1,1,0,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Vietnamese']
Benitos Pizza & Mexican Cuisine,2891 S Rt 73,Maple Shade,NJ,08052,39.9463272815,-74.9842183499,3.5,52,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Breakfast & Brunch', 'Mexican', 'Pizza']"
Pizza Hut,1421 34th St N,Saint Petersburg,FL,33713,27.7857403511,-82.6788850913,1.5,17,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Chicken Wings', 'Pizza', 'Fast Food', 'Italian']"
Arby's,223 Shoemaker Rd,Pottstown,PA,19464,40.2546325484,-75.6624119202,2.5,14,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Fast Food']"
Cecil Whittaker's Pizzeria,8502 Olive Blvd,Saint Louis,MO,63132,38.673827,-90.355341,3.5,5,43.0,18.0,1,1,0,0,2.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Pizza']
